counterparty_country,acct_last_updated_ts_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
AUT,16,594.341224489796,49,430.6,42.302982641656186,12.5,14022.92,2.1,6.5913126710992,1956.38951378802,1976.6635217442301,1976.6635217442301,29122.72,3827459.9296597247,3907198.6781943026,3907198.6781943026
USA,31,294.0470833333333,24,226.14,2.7084863743463545,11.7,1181.68,11.7,1.5215327937161605,269.5052666999164,275.3017420226185,275.3017420226185,7057.13,72633.08877899304,75791.04916068839,75791.04916068839
AUS,9,443.4644444444444,45,268.73,3.3156261637425253,1652.8,2182.71,5.95,1.8199612652358232,462.5031624951603,467.7293528145774,467.7293528145774,19955.899999999998,213909.17531802467,218770.74748434342,218770.74748434342
ITA,13,230.806511627907,43,130.85,5.6779053167584355,172.89,1188.0,2.1,2.14645018765598,240.45441881922596,243.30013229679258,243.30013229679258,9924.680000000002,57818.327529691735,59194.95437563678,59194.95437563678
FRA,15,1399.1240000000003,50,1095.12,38.29103215812422,8.85,38970.0,6.24,6.19816050828466,5579.46429079961,5636.110050589422,5636.110050589422,69956.20000000001,3.1130421772307996E7,3.17657365023551E7,3.17657365023551E7
FIN,3,352.5352307692308,65,522.7,1.5808894216142741,78.72,1187.2,2.08,1.3718326229521292,283.8580908677796,286.0671365644987,286.0671365644987,22914.79,80575.4157511006,81834.40662221155,81834.40662221155
MEX,16,405.9471632653061,49,1071.9,5.59057444693652,2.55,2396.33,2.55,2.2255101980193603,468.5829275171523,473.43883884445887,473.43883884445887,19891.410999999996,219569.95996054483,224144.3341263895,224144.3341263895
CHE,1,359.23655172413794,58,198.08,2.7535266012857793,25.68,1809.7,1.45,1.8505905530786682,421.84497380268994,425.5292793338161,425.5292793338161,20835.72,177953.18192259214,181075.1675703569,181075.1675703569
TUR,4,504.84259259259255,54,922.4,25.98753038281913,27.35,8895.66,1.25,5.064613912845024,1370.4237136647773,1383.291824275109,1383.291824275109,27261.499999999996,1878061.1549747598,1913496.271106359,1913496.271106359
RUS,8,447.60944444444453,54,145.93,18.475772792628895,8.7,3893.79,0.39,3.8707617403773646,596.2690248612203,601.8679178816205,601.8679178816205,24170.910000000003,355536.7500089505,362244.9905751571,362244.9905751571
NLD,9,340.8084375,32,50.55,20.581720802577674,38.45,2843.6,38.45,4.454760147306355,477.73601079799664,485.38027235127964,485.38027235127964,10905.87,228231.69601318357,235594.0087878024,235594.0087878024
IND,6,435.91150943396224,53,2355.18,10.791662364130689,10.5,3277.24,7.38,3.336619287001508,652.2299474658507,658.4715245826043,658.4715245826043,23103.309999999998,425403.9043713064,433584.74868613924,433584.74868613924
NLD,2,306.08926470588233,68,184.1,1.1641755533751175,13.6,1192.2,2.1,1.1504679851866464,266.53558320726296,268.5172876911345,268.5172876911345,20814.07,71041.21711563581,72101.5337890035,72101.5337890035
ZAF,6,475.64626865671653,67,192.7,8.827274189071556,31.68,3096.0,7.25,2.8910424396389733,565.0879022199385,569.3527770804315,569.3527770804315,31868.300000000007,319324.3372353308,324162.5847691994,324162.5847691994
USA,23,320.45562500000005,64,143.45,14.519034122339587,4.95,2756.84,0.65,3.519009954099421,458.1975533165082,461.8197247290435,461.8197247290435,20509.160000000003,209944.99786523439,213277.45814880953,213277.45814880953
CAN,5,288.0537735849057,53,163.49,12.639030953012968,15.9,2198.13,1.65,3.21011968866081,364.57250702202725,368.06131863834037,368.06131863834037,15266.85,132913.1128763261,135469.13427779393,135469.13427779393
GBR,23,481.84094339622646,53,945.55,14.917112791189421,29.3,4351.0,1.95,3.613056966789176,722.3345745835046,729.2470246616979,729.2470246616979,25537.570000000003,521767.23763873265,531801.2229779391,531801.2229779391
FIN,2,298.4840579710145,69,1024.68,8.923218345095162,20.7,1695.54,0.39,2.471099649887418,272.8734358599708,274.8725353757245,274.8725353757245,20595.4,74459.9119980256,75554.91070387891,75554.91070387891
CHN,18,574.8726923076922,52,184.8,22.048798605684414,19.21,5867.08,3.75,4.519893385370262,901.1254823597741,909.917158670826,909.917158670826,29893.379999999997,812027.1349581355,827949.2356435892,827949.2356435892
CAN,19,537.9183333333332,54,188.77,47.420038188359264,102.0,14022.92,0.48,6.9730793919202805,1866.8337452724504,1884.363085202671,1884.363085202671,29047.58999999999,3485068.232487964,3550824.236874529,3550824.236874529
AUS,14,518.4490163934428,61,214.32,40.7036250018466,3.73,8107.72,3.73,6.133156452944259,1057.1162916822425,1065.889191415169,1065.889191415169,31625.390000000007,1117494.8541400158,1136119.7683756829,1136119.7683756829
AUS,13,325.35021276595745,47,473.39,4.9811058244226905,17.0,1568.4,2.95,2.0256671815975835,317.09247029372364,320.52059662835586,320.52059662835586,15291.46,100547.634716976,102733.45286299722,102733.45286299722
CHN,26,447.7533333333333,39,320.0,29.44802529984564,4.41,6930.0,4.41,5.429573805438182,1086.9467602590325,1101.1558177166517,1101.1558177166517,17462.379999999997,1181453.2596376066,1212544.1348912278,1212544.1348912278
DEU,1,257.3697826086957,46,186.03,1.1579831260612972,11.9,828.39,1.65,1.2476274248208579,209.1413304285669,211.45235451240683,211.45235451240683,11839.010000000002,43740.096093431,44712.09822884058,44712.09822884058
CAN,24,433.25838235294117,68,318.85,8.533365438883067,238.0,3221.88,7.55,2.960465720575084,631.7275705872195,636.4244945181773,636.4244945181773,29461.57,399079.7234400304,405036.13722271746,405036.13722271746
CHE,21,237.8613043478261,46,22.2,1.1768651981535099,32.65,832.8,11.82,1.110186814023127,182.4092558507868,184.4248889278197,184.4248889278197,10941.62,33273.136620037796,34012.539656038636,34012.539656038636
FRA,22,292.9835937500001,64,111.75,14.472293751073451,24.15,2188.5,1.9,3.117912559772,330.4527389732114,333.0650542412415,333.0650542412415,18750.950000000008,109199.01269489739,110932.33035672116,110932.33035672116
CHE,9,533.8239130434783,46,1001.52,13.690893112445796,4.95,4808.48,4.95,3.6624279585642188,860.2022772972047,869.7075633912261,869.7075633912261,24555.9,739947.957867297,756391.2458199036,756391.2458199036
NOR,16,337.63583333333344,48,70.05,1.0136858776104836,22.3,1281.53,1.95,1.2271089553203365,307.41019612667196,310.6633046682146,310.6633046682146,16206.520000000004,94501.02868263893,96511.68886737592,96511.68886737592
MEX,19,489.2165853658537,41,51.4,7.731045525360711,9.87,3257.4,4.5,2.621684056936345,635.2668401377364,643.1586562684583,643.1586562684583,20057.88,403563.95817858435,413653.05713304895,413653.05713304895
ESP,21,304.2044642857143,56,143.12,0.6617442953721673,4.5,1131.0,1.25,0.8689883396605387,248.5219608140413,250.7710741759188,250.7710741759188,17035.45,61763.16500685589,62886.131643344175,62886.131643344175
GBR,15,545.2179545454545,44,286.92,25.581990812915826,6.9,6870.0,5.1,4.84505589542554,1063.3253611250532,1075.6185482642707,1075.6185482642707,23989.589999999997,1130660.823611725,1156955.261370137,1156955.261370137
MEX,9,354.54487804878045,41,135.33,24.70539243843572,64.98,3680.4,2.6,4.7751170682432225,573.3431950012607,580.4657438088917,580.4657438088917,14536.339999999998,328722.4192542536,336940.47973560996,336940.47973560996
FIN,25,424.256,65,131.4,2.3920759056174337,36.1,2106.46,1.25,1.8162013645901016,531.9775939000554,536.1175597927426,536.1175597927426,27576.64,283000.1604116922,287422.03791812493,287422.03791812493
ITA,29,347.6353125,32,259.86,1.5348565850444302,15.15,1285.98,15.15,1.4999780087675922,312.92850307602595,317.93567706107837,317.93567706107837,11124.33,97924.24803740237,101083.09474828633,101083.09474828633
TUR,23,399.48434782608695,46,362.45,3.0959220679041053,15.0,1658.16,5.8,1.7035420193938842,345.77726668335134,349.59812595259325,349.59812595259325,18376.28,119561.91815500948,122218.84966956524,122218.84966956524
IND,25,332.36413793103446,58,261.76,42.16088004474463,73.87,7138.12,0.95,6.376474565789791,952.0778847868063,960.3931333610933,960.3931333610933,19277.12,906452.2987001191,922354.9706071388,922354.9706071388
USA,30,587.6605128205128,39,39.6,4.688742194088114,8.59,3279.36,8.59,2.2186821314566827,766.0941575789884,776.1088853476164,776.1088853476164,22918.760000000002,586900.25827666,602345.0019155195,602345.0019155195
USA,24,413.8762686567164,67,442.35,1.2549054200113083,2.55,1520.11,2.55,1.341415604886718,361.63127103522817,364.3606023667738,364.3606023667738,27729.71,130777.17619055467,132758.64855707824,132758.64855707824
USA,4,447.9188732394367,71,22.5,15.042445634031758,55.44,4379.76,0.79,3.6150257320812993,690.6786906778557,695.5946152825948,695.5946152825948,31802.240000000005,477037.053756477,483851.868810141,483851.868810141
NOR,27,331.7568421052632,57,334.3,11.714527534023098,1.06,1987.62,1.06,2.7194062404562835,310.7202173624159,313.482229167995,313.482229167995,18910.140000000003,96547.05347774699,98271.10800413533,98271.10800413533
ESP,12,316.27850746268666,67,364.92,11.12858027794262,175.92,2275.0,1.44,3.1728519533299933,400.4111441381361,403.43315790942233,403.43315790942233,21190.660000000007,160329.08435001117,162758.3129007689,162758.3129007689
FRA,5,324.78081632653056,49,231.9,29.51803310668152,12.45,3155.95,2.5,5.133126804246618,448.43998745691033,453.08715807886927,453.08715807886927,15914.259999999997,201098.4223503539,205287.9728159863,205287.9728159863
RUS,24,300.4027868852459,61,158.25,2.412559960056866,10.95,1434.0,2.1,1.6690959957875129,327.0361590231679,329.7501985803352,329.7501985803352,18324.57,106952.64930862674,108735.19346377051,108735.19346377051
FRA,20,513.3257894736843,38,111.8,23.96169741468121,2.95,6260.9,1.66,4.802120487458031,1017.1526781933751,1030.8063452059885,1030.8063452059885,19506.38,1034599.5707559558,1062561.7213169276,1062561.7213169276
FIN,8,542.8006896551722,58,72.26,25.27189091721055,16.3,8345.2,1.65,4.956475928001217,1270.1143956839724,1281.2073084452613,1281.2073084452613,31482.439999999988,1613190.5781236622,1641492.167213551,1641492.167213551
MEX,6,305.1659722222223,72,161.0,19.40948075961832,8.3,2949.12,2.47,4.23459841052183,468.8470895856597,472.13728496633206,472.13728496633206,21971.950000000004,219817.59341294362,222913.61585537944,222913.61585537944
NLD,12,383.456851851852,54,277.05,0.774586780371429,8.3,1482.2,4.95,1.0582535143491707,337.5299235339437,340.6992881231747,340.6992881231747,20706.670000000006,113926.4492808299,116076.004927638,116076.004927638
DNK,29,282.34368421052636,19,184.5,-1.3154554544509658,23.8,612.91,2.1,0.019357209366978177,185.548971496122,190.63344635453097,190.63344635453097,5364.530000000001,34428.42082326869,36341.11086900584,36341.11086900584
ESP,6,423.7440677966102,59,131.5,51.18587397804428,10.45,10992.96,1.65,7.199966878676512,1405.6114416782018,1417.6769972425855,1417.6769972425855,25000.9,1975743.5249766728,2009808.0685107533,2009808.0685107533
ZAF,18,331.4095918367347,49,58.2,2.2306450139986307,19.8,1325.23,1.44,1.2749490362756493,275.4818947712756,278.33670568036223,278.33670568036223,16239.07,75890.27434677219,77471.3217289966,77471.3217289966
CHN,8,349.42812499999997,48,153.5,3.104145105656489,4.85,1683.9,4.85,1.6901817610191228,354.12616835115097,357.87363957221675,357.87363957221675,16772.55,125405.3431110677,128073.54190066489,128073.54190066489
USA,1,490.58913793103454,58,535.6,15.446374981985834,60.48,4037.77,1.45,3.536995586286043,637.8236558347146,643.3942738792811,643.3942738792811,28454.170000000002,406819.0159423604,413956.1916606474,413956.1916606474
IND,14,354.69344827586195,58,156.65,10.95419394371653,16.95,3091.98,2.55,3.16246578118017,553.395883988755,558.2291275803592,558.2291275803592,20572.219999999994,306247.0044156957,311619.7588791289,311619.7588791289
AUS,23,420.0321276595744,47,358.25,21.759279972894085,43.2,3875.88,0.79,4.283832353801738,593.3103229032495,599.7246749711802,599.7246749711802,19741.51,352017.1392635582,359669.6857692877,359669.6857692877
USA,15,419.789375,64,165.05,27.789679604586805,2.55,6068.06,2.55,5.148325008293629,878.5284889035952,885.4734862187736,885.4734862187736,26866.52,771812.3058152343,784063.2947964285,784063.2947964285
PRT,2,789.5985714285712,63,159.26,25.565337951771454,18.0,15719.56,1.65,5.13039441972668,2501.995257973795,2522.0919282706427,2522.0919282706427,49744.709999999985,6259980.270923357,6360947.694647928,6360947.694647928
GBR,27,671.2947222222219,36,333.72,9.114585369389122,1.65,5513.32,1.65,2.948993367512316,1089.162808918152,1104.612698459086,1104.612698459086,24166.60999999999,1186275.6243304787,1220169.213597064,1220169.213597064
FRA,11,295.88916666666665,24,34.9,1.127472696189515,15.05,879.8,1.25,0.6758324532866742,197.77118384041415,202.02481420804995,202.02481420804995,7101.339999999999,39113.44115763889,40814.025555797096,40814.025555797096
DNK,28,374.3663793103448,58,620.0,12.662374716349818,41.0,3200.28,4.86,3.2675307806158154,534.984447375288,539.6568893407888,539.6568893407888,21713.25,286208.35893344233,291229.5582129764,291229.5582129764
GRC,25,1087.2084615384617,52,408.17,19.683365078677763,1.7,16774.72,1.65,4.3923518825931485,2787.1766769234587,2814.369288435294,2814.369288435294,56534.84000000001,7768353.828386094,7920674.491687783,7920674.491687783
SWE,29,496.3334146341463,41,237.93,9.975382434920794,96.75,4186.08,1.25,3.2526582788798986,888.4858476867034,899.5233621635676,899.5233621635676,20349.67,789407.1015395599,809142.2790780489,809142.2790780489
CAN,12,268.35151515151506,66,101.55,1.7298369413161065,80.0,1028.56,5.1,1.4040638620563344,236.86308170859425,238.67815102378043,238.67815102378043,17711.199999999993,56104.1194764922,56967.259776130544,56967.259776130544
DNK,1,454.296,45,534.0,4.027136091594978,9.15,2500.0,6.15,1.8990507321980685,513.6818003065928,519.4862986748632,519.4862986748632,20443.32,263868.9919662223,269866.01451090915,269866.01451090915
GRC,30,327.1227272727274,33,334.3,13.542297473093253,19.95,2548.8,3.75,3.473042507795726,462.4910589030768,469.66189054116853,469.66189054116853,10795.050000000003,213897.97956528928,220582.29142670456,220582.29142670456
DNK,23,409.6971052631578,38,784.15,17.157400204596446,18.4,4345.1,4.47,3.895356805262208,750.5003516388527,760.5746326330557,760.5746326330557,15568.489999999998,563250.7778100416,578473.7718049076,578473.7718049076
TUR,12,370.3215873015874,63,375.47,5.6236395843439695,26.74,2022.6,1.65,2.1802285664534065,395.3155651640504,398.4908415963277,398.4908415963277,23330.260000000006,156274.39606097256,158794.95083614954,158794.95083614954
DNK,26,309.88352941176464,34,875.18,16.428474451688352,60.25,2685.0,1.65,3.830225181991837,469.4605161677438,476.5204689608631,476.5204689608631,10536.039999999997,220393.17624048443,227071.7573386809,227071.7573386809
ITA,10,272.14874999999995,32,259.86,2.847723977099456,30.55,1050.35,1.65,1.649783959963547,227.977286214411,231.62515441911182,231.62515441911182,8708.759999999998,51973.64302968748,53650.2121596774,53650.2121596774
CHN,19,370.3437209302325,43,101.55,12.451074415370211,54.0,2919.51,13.0,3.5371321386875514,556.3288069078006,562.912808946733,562.912808946733,15924.779999999997,309501.74139545695,316870.83047630114,316870.83047630114
SWE,13,514.3750793650793,63,116.25,36.83318704833224,11.7,6930.0,3.3,5.688461134733543,907.5607087094767,914.850470062613,914.850470062613,32405.629999999997,823666.4399932476,836951.3825737839,836951.3825737839
JPN,3,505.62725806451624,62,92.55,48.035539013362964,4.5,10584.77,2.08,6.822097568395007,1344.2156331136007,1355.1890040285525,1355.1890040285525,31348.890000000007,1806915.6683069982,1836537.2366399,1836537.2366399
SWE,16,330.3845454545455,33,42.2,3.396990254705492,3.95,1405.2,3.95,1.7026019697599335,296.41753248447924,301.0134272139171,301.0134272139171,10902.690000000002,87863.35356418732,90609.08336306817,90609.08336306817
SWE,22,237.01376811594207,69,95.29,5.914737470086411,21.25,1393.06,3.6,2.149002506889044,259.9210596890127,261.82526873347655,261.82526873347655,16353.950000000003,67558.95726985928,68552.47134735722,68552.47134735722
ZAF,5,425.8046774193548,62,98.9,19.02668803566745,0.85,4390.56,0.85,4.043020732812463,669.7110699102859,675.1781897643768,675.1781897643768,26399.889999999996,448512.91716037993,455865.5879335009,455865.5879335009
SWE,12,371.76958333333346,48,525.8,17.3001060182212,60.48,3794.4,3.75,3.89011756505056,619.8109480114292,626.3699766790625,626.3699766790625,17844.940000000006,384165.6112748266,392339.34768492926,392339.34768492926
RUS,17,331.7064444444444,45,308.65,2.910754910449981,0.95,1487.6,0.95,1.5991165411352626,309.3039417010434,312.7990124312731,312.7990124312731,14926.789999999997,95668.92835180245,97843.22217797977,97843.22217797977
BRA,6,255.2261666666667,60,211.74,2.601754315089728,76.3,1161.07,4.25,1.2287110882967756,223.52202286793178,225.40831810626946,225.40831810626946,15313.570000000002,49962.09470697222,50808.90987149717,50808.90987149717
ZAF,29,549.5424242424242,33,102.35,12.372649634547383,1.25,5355.68,1.25,3.62239890799943,1058.5925716868067,1075.0058384057454,1075.0058384057454,18134.899999999998,1120618.232830487,1155637.5526064397,1155637.5526064397
JPN,31,328.34733333333327,15,289.7,1.1656627818343352,29.75,1016.04,1.65,1.362599648865367,284.2155918891307,294.1910870861869,294.1910870861869,4925.209999999999,80778.50267288889,86548.3957209524,86548.3957209524
DNK,30,719.3060869565219,23,322.4,6.038682341522632,1.65,5518.68,1.65,2.7508640476552544,1413.85772213208,1445.6337733129656,1445.6337733129656,16544.040000000005,1998993.6584325142,2089857.0065430829,2089857.0065430829
GBR,4,1117.2847058823534,51,75.0,7.93375399320376,9.9,10999.52,3.3,3.046206019158314,2509.4297126054885,2534.3997774931663,2534.3997774931663,56981.52000000002,6297237.482507265,6423182.23215741,6423182.23215741
PRT,23,650.609019607843,51,123.07,26.69421913572206,9.9,10901.54,3.75,5.064724669266472,1663.9457419465862,1680.50282379561,1680.50282379561,33181.06,2768715.4321421753,2824089.740785019,2824089.740785019
PRT,5,275.61372549019615,51,11.8,8.473551447544601,491.12,1778.5,3.3,2.5061660598373945,313.00493049402866,316.11948412561213,316.11948412561213,14056.300000000003,97972.08651357172,99931.52824384315,99931.52824384315
MEX,21,339.6340677966103,59,255.0,4.499631316154701,1.65,1715.85,1.65,1.9489217096897657,345.16735170313854,348.13021593253967,348.13021593253967,20038.410000000007,119140.50068175812,121194.6472452367,121194.6472452367
FRA,18,361.2322222222222,45,143.12,3.58353803616757,88.45,1708.24,2.1,1.8000008676843189,371.46309198381044,375.6605482884835,375.6605482884835,16255.449999999999,137984.82870617282,141120.84754040404,141120.84754040404
JPN,11,360.569534883721,43,391.5,7.711374373870894,3.25,1853.52,2.95,2.559432483358433,345.21860046463365,349.3041698996768,349.3041698996768,15504.490000000003,119175.88210676037,122013.40310930228,122013.40310930228
RUS,25,388.5031707317074,41,1867.98,8.06544535529555,19.9,2843.29,3.35,2.7709122780348734,555.6351544631714,562.5377191772967,562.5377191772967,15928.630000000005,308730.4248753123,316448.6854971951,316448.6854971951
DNK,19,368.69,37,357.61,9.647790909131812,29.0,2735.16,2.07,2.8966520859523337,518.2515071619914,525.4001415059234,525.4001415059234,13641.53,268584.62467567564,276045.3086944444,276045.3086944444
RUS,29,308.03733333333327,30,685.12,0.9613638562090023,12.5,1066.94,12.5,1.182926960406753,266.3939479909824,270.9480205772182,270.9480205772182,9241.119999999997,70965.73552622223,73412.82985471265,73412.82985471265
BRA,20,263.57741379310346,58,261.48,3.0226362514664364,8.5,1325.23,5.95,1.7729240186165274,281.3215038641998,283.7785068797115,283.7785068797115,15287.49,79141.78853641501,80530.24096687844,80530.24096687844
RUS,19,285.3093617021277,47,51.4,9.120161455750647,44.78,1881.86,2.1,2.5514384275446207,332.73596786695384,336.33321800937273,336.33321800937273,13409.540000000003,110713.22431235855,113120.03353654026,113120.03353654026
USA,20,402.0500000000001,62,784.15,17.100170087574554,2.08,4037.77,0.83,3.7684342562866147,625.7597566287952,630.8680842988375,630.8680842988375,24927.10000000001,391575.273016129,397994.5397868852,397994.5397868852
AUS,7,363.8389583333333,48,358.25,3.450717161262407,28.2,1595.48,14.39,1.807545881849061,322.33462936597164,325.74567281618084,325.74567281618084,17464.27,103899.6132884983,106110.24335846634,106110.24335846634
CHE,22,215.83616438356162,73,4.95,1.8718615577046727,4.95,907.0,2.08,1.220243044103206,185.34053531773182,186.62318408456517,186.62318408456517,15756.039999999999,34351.1140318634,34828.2128378615,34828.2128378615
GRC,1,329.8554098360655,61,275.45,30.769150028354368,36.0,3506.24,2.55,5.027343811154309,472.0791847150491,475.99692147314624,475.99692147314624,20121.179999999997,222858.75664122545,226573.06925191256,226573.06925191256
ESP,5,374.1710204081632,49,168.0,1.5840410474480473,4.16,1440.9,4.16,1.3657210074778852,320.5054469099687,323.82683558787056,323.82683558787056,18334.379999999997,102723.74149895877,104863.81944685375,104863.81944685375
GRC,29,227.71966666666668,30,396.45,-0.9973252252583484,25.0,578.94,1.95,0.27655139355094893,171.22288779021986,174.14998679266404,174.14998679266404,6831.59,29317.277303222225,30328.21789988506,30328.21789988506
PRT,22,491.5821538461539,65,4.25,51.3056342856018,55.3,13031.5,2.95,7.0868021742292635,1627.5073037439736,1640.1729212527914,1640.1729212527914,31952.840000000004,2648780.0237399787,2690167.2116109156,2690167.2116109156
GRC,6,305.84319999999997,50,246.3,-1.1341168926437841,4.25,729.46,4.25,0.2334417758398847,212.2530360531034,214.40794445797448,214.40794445797448,15292.159999999998,45051.35131376,45970.766646693875,45970.766646693875
CAN,10,288.75825000000003,40,692.94,17.579120518883684,2199.12,2199.12,4.25,3.793514585044534,357.626063716611,362.18199342098364,362.18199342098364,11550.330000000002,127896.40144943752,131175.79635839743,131175.79635839743
TUR,26,347.2713513513514,37,309.72,5.228995464658912,29.0,1933.2,5.04,2.2021801685944316,408.17082711652074,413.8010355242008,413.8010355242008,12849.040000000003,166603.42410898465,171231.2970009009,171231.2970009009
FIN,1,316.12551020408176,49,204.0,1.7741337988099923,116.93,1259.46,2.1,1.3055240915446367,270.5703740442659,273.37428700609064,273.37428700609064,15490.150000000005,73208.32731045397,74733.50079608842,74733.50079608842
IND,18,478.1780952380953,42,412.22,11.024831611228503,1.65,3869.18,1.65,3.329930792897673,779.5404954606518,788.9898161673542,788.9898161673542,20083.480000000003,607683.3840630384,622504.9300157954,622504.9300157954
FIN,11,451.1950000000001,44,303.5,27.00984699764778,16.5,5500.38,2.95,5.035383153792152,838.9192101651332,848.6180203527628,848.6180203527628,19852.580000000005,703785.441184091,720152.544467442,720152.544467442
FRA,6,267.48650000000004,40,379.7,-0.38653438080297997,18.34,725.02,2.55,0.45367100317811193,198.29629487902693,200.82246417082186,200.82246417082186,10699.460000000001,39321.420562750005,40329.66211564103,40329.66211564103
NLD,19,244.0221052631579,38,244.2,0.020969460912501958,10.4,723.38,1.95,0.929106592887561,209.36211348758619,212.17246894739162,212.17246894739162,9272.84,43832.49456398891,45017.15657923186,45017.15657923186
ZAF,23,578.7842222222223,45,325.76,23.271461709736926,15.0,6207.67,15.0,4.638339209379848,966.0307183969966,976.9466662177831,976.9466662177831,26045.29,933215.3488866173,954424.7886340405,954424.7886340405
SWE,14,375.7918,50,326.4,2.7045545999983736,10.5,1983.46,1.25,1.6573457568331014,426.81681773186955,431.15009448952515,431.15009448952515,18789.59,182172.59589875993,185890.40397832645,185890.40397832645
BRA,26,273.4723636363636,55,315.96,5.852699067111045,2.95,1444.66,0.48,2.036017773964416,260.8499752240993,263.25417328452204,263.25417328452204,15040.979999999998,68042.70957441322,69302.75975171717,69302.75975171717
CAN,1,308.5348148148149,54,252.8,2.5749148357053766,8.3,1252.2,1.95,1.5099340506902745,267.64221236527794,270.1553399172671,270.1553399172671,16660.880000000005,71632.35383978054,72983.90768581413,72983.90768581413
USA,22,383.52560606060604,66,81.18,0.7398420080887589,11.7,1374.46,5.45,1.114520530112047,336.71031260196276,339.29050598668977,339.29050598668977,25312.69,113373.83461251146,115118.04745270395,115118.04745270395
AUS,4,792.7830357142857,56,303.57,17.401784151127046,16.9,10999.52,1.7,4.254578884480735,2034.5190829064315,2052.9313956025458,2052.9313956025458,44395.85,4139267.898710427,4214527.315050617,4214527.315050617
USA,17,390.2961666666667,60,118.38,8.384969187811995,4.15,2242.32,4.15,2.4349373281103315,373.29339579876347,376.44360688742273,376.44360688742273,23417.77,139347.95934697226,141709.78916641246,141709.78916641246
PRT,11,409.8960273972603,73,189.8,9.646227637440475,12.75,2671.27,5.9,2.6665670974916096,425.7046444337173,428.65073248877803,428.65073248877803,29922.41,181224.44429243766,183741.45046316597,183741.45046316597
NOR,6,442.52447368421053,38,98.5,16.416530662968636,172.89,3969.93,1.95,3.8395804203683217,681.2611766951728,690.4060312038768,690.4060312038768,16815.93,464116.7908720914,476660.4879226885,476660.4879226885
PRT,1,464.6819354838711,62,286.5,23.32544515584407,41.6,5490.24,6.6,4.6214432562803545,820.2366726426383,826.9325933158008,826.9325933158008,28810.280000000006,672788.1991478666,683817.5138879956,683817.5138879956
DNK,27,409.5784615384616,65,450.92,17.488505631595103,17.1,4257.06,1.65,4.094320998787652,696.5988581744454,702.0199427216055,702.0199427216055,26622.600000000006,485249.96920994105,492831.99997884635,492831.99997884635
TUR,6,240.4654545454546,55,106.2,1.9145699135839775,71.4,1121.92,1.65,1.4523854876671793,246.05014420803207,248.3179354123957,248.3179354123957,13225.600000000004,60540.67346479337,61661.797047474734,61661.797047474734
FIN,5,498.4750746268656,67,1714.25,43.899693543914395,97.14,9349.72,0.85,6.331021207367247,1183.0136178842663,1191.9421492131348,1191.9421492131348,33397.829999999994,1399521.2200996208,1420726.0870708271,1420726.0870708271
SWE,21,330.3593333333334,60,182.02,4.3910776173020665,2.9,1700.4,1.7,2.00755411887055,356.5677254410756,359.5767891298102,359.5767891298102,19821.56,127140.54282622227,129295.467280904,129295.467280904
AUT,1,365.3245901639344,61,318.14,6.3238802611053835,3.3,2079.37,1.45,2.4721938667473915,417.592284205672,421.05783976224205,421.05783976224205,22284.799999999996,174383.31582811073,177289.7044252459,177289.7044252459
CHN,5,434.7608333333334,36,438.1,21.49148725694,39.8,3969.93,7.5,4.446736763463659,649.1807900148506,658.3894881228848,658.3894881228848,15651.390000000001,421435.6981243056,433476.71807071427,433476.71807071427
AUS,10,250.06631578947375,38,422.81,0.4165253715191377,27.35,757.07,12.75,0.8879665061559675,186.35471189192222,188.85622935036622,188.85622935036622,9502.520000000002,34728.07864432134,35666.67536443813,35666.67536443813
TUR,24,353.40885714285713,70,263.25,25.688655468225335,17.68,3304.03,1.65,4.4095574467651755,443.06633969754415,446.265416184957,446.265416184957,24738.62,196307.78137297957,199152.8216827329,199152.8216827329
USA,21,408.9668000000001,50,390.66,34.699792054429665,12.75,6068.06,3.35,5.756702600067045,859.4557934750108,868.1814567089215,868.1814567089215,20448.340000000004,738664.2609377604,753739.0417732248,753739.0417732248
MEX,1,303.1315000000001,40,91.8,25.5662944286612,468.32,3744.0,1.95,4.903035364133817,592.1034586647421,599.6464819761809,599.6464819761809,12125.260000000002,350586.50576274993,359575.9033464102,359575.9033464102
CHE,13,291.9848780487805,41,311.48,0.8152660432206758,29.25,946.2,4.95,1.2063249065055721,244.99479777574922,248.03832810799577,248.03832810799577,11971.380000000001,60022.450937180256,61523.01221060976,61523.01221060976
GRC,14,409.2688,50,322.53,14.065125758366822,2.08,3500.5,1.6,3.4053686140201025,583.9287599858052,589.8571227368782,589.8571227368782,20463.44,340972.7967385601,347931.4252434286,347931.4252434286
ZAF,12,493.00821428571436,56,354.23,29.863071494525855,14.5,5590.67,3.3,5.082058864664659,779.9136628204136,786.9718488833859,786.9718488833859,27608.460000000003,608265.3214539539,619324.6909349348,619324.6909349348
